Timestamp,Where did you reserve your Steam Deck?,Which model did you reserve?,What is your estimate?,What is your timestamp?,How experienced are you with Linux?,Would you like to Dual Boot Windows on your Steam Deck?
20/01/2022 03:13:17,UK,256 GB,Q2 (Used to be Q1),18:46 gmt,I used Linux frequently in the past.,Yes
20/01/2022 03:15:29,US,256 GB,Q2 (Used to be Q1),1626459418,I have no Linux experience,No
20/01/2022 03:15:58,US,256 GB,After Q2 (No change),1632784248,I used Linux frequently in the past.,No
20/01/2022 03:16:14,US,512 GB,Q1 (Used to be December),1626455217,I tried it once or twice before.,Yes
20/01/2022 03:16:15,US,512 GB,After Q2 (Used to be Q2),1626467319,I tried it once or twice before.,No
20/01/2022 03:17:19,US,512 GB,Q2 (Used to be Q1),1626457883,I have no Linux experience,Yes
20/01/2022 03:18:04,US,512 GB,Q1 (Used to be December),1626454856,I am still using Linux frequently.,No
20/01/2022 03:21:05,US,512 GB,Q2 (Used to be Q1),1626457291,I used Linux frequently in the past.,No
20/01/2022 03:21:19,US,512 GB,After Q2 (Used to be Q2),1626478343,I tried it once or twice before.,No
20/01/2022 03:22:25,UK,256 GB,Q2 (Used to be Q1),1626459126,I tried it once or twice before.,No
20/01/2022 03:23:19,EU,512 GB,Q2 (Used to be Q1),-,I tried it once or twice before.,No
20/01/2022 03:23:48,US,256 GB,Q2 (Used to be Q1),1626466361,I tried it once or twice before.,No
20/01/2022 03:24:16,US,64 GB,Q2 (Used to be Q1),1626460628,I tried it once or twice before.,No
20/01/2022 03:24:32,US,512 GB,Q2 (Used to be Q1),1626456317,I have no Linux experience,No
20/01/2022 03:25:46,US,512 GB,Q1 (Used to be December),1626454979,I have seen it before.,No
20/01/2022 03:28:05,EU,64 GB,Q2 (Still Q2),1627071365,"I run Linux on Servers, but not on my PC.",No
20/01/2022 03:30:16,UK,512 GB,Q1 (Used to be December),1626454814,I tried it once or twice before.,Yes
20/01/2022 03:30:37,US,256 GB,After Q2 (Used to be Q2),1626462058,I am still using Linux frequently.,No
20/01/2022 03:32:39,US,256 GB,Q2 (Used to be Q1),1626477728,"I run Linux on Servers, but not on my PC.",No
20/01/2022 03:34:32,US,64 GB,Q2 (Used to be Q1),1626456962,I tried it once or twice before.,Yes
20/01/2022 03:34:51,US,256 GB,Q2 (Used to be Q1),1626457633,I am still using Linux frequently.,Yes
20/01/2022 03:36:39,US,256 GB,Q2 (Used to be Q1),1626455870,I used Linux frequently in the past.,Yes
20/01/2022 03:36:40,EU,512 GB,Q2 (Used to be Q1),1626731999,I tried it once or twice before.,No
20/01/2022 03:36:45,US,256 GB,After Q2 (No change),December 31st 6:27 PST,I have no Linux experience,Yes
20/01/2022 03:38:36,EU,256 GB,After Q2 (No change),1629661074,I am still using Linux frequently.,No
20/01/2022 03:40:05,US,512 GB,After Q2 (No change),1628279824,I am still using Linux frequently.,No
20/01/2022 03:43:04,EU,512 GB,Q1 (Used to be December),1626455080,I used Linux frequently in the past.,No
20/01/2022 03:43:14,US,512 GB,After Q2 (Used to be Q2),1626471727,I tried it once or twice before.,No
20/01/2022 03:44:17,US,512 GB,After Q2 (Used to be Q2),August 6 2021,I have no Linux experience,Yes
20/01/2022 03:45:29,US,256 GB,Q1 (Used to be December),1626455252,I have no Linux experience,No
20/01/2022 03:45:40,US,512 GB,Q1 (Used to be December),1626454835,I tried it once or twice before.,No
20/01/2022 03:47:09,US,512 GB,After Q2 (Used to be Q2),1/19/2022 8:46pm ,I tried it once or twice before.,Yes
20/01/2022 03:47:40,US,512 GB,After Q2 (Used to be Q2),1626523340,I used Linux frequently in the past.,No
20/01/2022 03:48:01,UK,512 GB,Q2 (Used to be Q1),1626457293,I tried it once or twice before.,No
20/01/2022 03:49:18,US,256 GB,After Q2 (Used to be Q2),1626493210,I have seen it before.,No
20/01/2022 03:50:23,US,512 GB,Q2 (Used to be Q1),1626455869,I tried it once or twice before.,Yes
20/01/2022 03:51:09,US,256 GB,After Q2 (Used to be Q2),1635204407,I tried it once or twice before.,No
20/01/2022 03:52:00,US,64 GB,Q1 (Used to be December),10:12am,I used Linux frequently in the past.,No
20/01/2022 03:53:28,US,512 GB,After Q2 (Used to be Q2),1626462782,I am still using Linux frequently.,Yes
20/01/2022 03:53:43,US,64 GB,After Q2 (No change),1632179750,I have no Linux experience,No
20/01/2022 03:55:01,US,256 GB,Q2 (Used to be Q1),1626460563,I am still using Linux frequently.,No
20/01/2022 03:56:24,US,512 GB,Q2 (Used to be Q1),9 minuets ,I used Linux frequently in the past.,Yes
20/01/2022 03:56:45,US,64 GB,After Q2 (No change),1626570535,I used Linux frequently in the past.,Yes
20/01/2022 03:57:11,UK,512 GB,After Q2 (Used to be Q2),1626475948,I tried it once or twice before.,No
20/01/2022 03:57:27,US,512 GB,Q2 (Used to be Q1),1626455993,I am still using Linux frequently.,No
20/01/2022 03:58:28,US,64 GB,After Q2 (Used to be Q2),1626484252,I tried it once or twice before.,Yes
20/01/2022 04:01:12,US,512 GB,Q2 (Used to be Q1),1626459137,I tried it once or twice before.,No
20/01/2022 04:03:04,US,512 GB,After Q2 (Used to be Q2),1626462513,I have seen it before.,No
20/01/2022 04:03:26,US,256 GB,Q2 (Used to be Q1),1626461958,I am still using Linux frequently.,No
20/01/2022 04:03:35,US,256 GB,After Q2 (Used to be Q2),1626742940,I am still using Linux frequently.,No
20/01/2022 04:03:51,EU,512 GB,Q2 (Still Q2),1626459447,I am still using Linux frequently.,No
20/01/2022 04:04:02,US,256 GB,Q2 (Used to be Q1),1626464208,I used Linux frequently in the past.,No
20/01/2022 04:04:52,US,512 GB,After Q2 (Used to be Q2),1626472600,I used Linux frequently in the past.,No
20/01/2022 04:09:29,US,512 GB,After Q2 (Used to be Q2),1632505882,I have seen it before.,No
20/01/2022 04:09:34,US,64 GB,Q2 (Used to be Q1),1626460521,I am still using Linux frequently.,Yes
20/01/2022 04:12:52,US,64 GB,Q2 (Still Q2),1626462132,I have seen it before.,No
20/01/2022 04:13:00,US,512 GB,After Q2 (Used to be Q2),1626640944,I have no Linux experience,No
20/01/2022 04:13:42,US,512 GB,Q2 (Used to be Q1),1626457294,I used Linux frequently in the past.,No
20/01/2022 04:15:01,US,512 GB,After Q2 (No change),1642547322,I have seen it before.,Yes
20/01/2022 04:15:52,US,512 GB,Q2 (Used to be Q1),1626455257,I tried it once or twice before.,Yes
20/01/2022 04:17:24,US,256 GB,Q2 (Used to be Q1),"I can’t get it to not say success 21, it was the first day. Tried logging into Steam, sorry.",I have seen it before.,Yes
20/01/2022 04:20:02,US,512 GB,Q2 (Used to be Q1),1626455780,I have seen it before.,No
20/01/2022 04:20:07,US,512 GB,Q1 (Used to be December),1626455224,I have no Linux experience,Yes
20/01/2022 04:22:04,EU,512 GB,Q1 (Used to be December),1626455295,I tried it once or twice before.,Yes
20/01/2022 04:28:19,US,512 GB,Q2 (Still Q2),?,I have no Linux experience,No
20/01/2022 04:31:01,US,512 GB,After Q2 (Used to be Q2),1626463781,I have no Linux experience,No
20/01/2022 04:32:12,UK,512 GB,Q2 (Used to be Q1),1626455222,I tried it once or twice before.,No
20/01/2022 04:32:21,US,256 GB,Q1 (Used to be December),1626455216,I used Linux frequently in the past.,No
20/01/2022 04:32:57,US,256 GB,Q2 (Still Q2),1626464330,"I run Linux on Servers, but not on my PC.",No
20/01/2022 04:36:51,US,512 GB,After Q2 (Used to be Q2),1036,I have no Linux experience,Yes
20/01/2022 04:37:35,US,512 GB,Q2 (Used to be Q1),1626455576,I used Linux frequently in the past.,No
20/01/2022 04:38:16,UK,512 GB,After Q2 (Used to be Q2),1675200,I used Linux frequently in the past.,Yes
20/01/2022 04:38:33,US,512 GB,After Q2 (Used to be Q2),1626546650,I am still using Linux frequently.,Yes
20/01/2022 04:41:30,UK,512 GB,After Q2 (No change),1626465744,I used Linux frequently in the past.,Yes
20/01/2022 04:41:31,US,256 GB,Q2 (Used to be Q1),1626460356,I am still using Linux frequently.,Yes
20/01/2022 04:42:19,US,512 GB,After Q2 (Used to be Q2),1626818082,I tried it once or twice before.,No
20/01/2022 04:43:32,US,512 GB,After Q2 (Used to be Q2),1626465770,I am still using Linux frequently.,No
20/01/2022 04:44:22,US,64 GB,Q1 (Used to be December),Jan 16th 2021,I have no Linux experience,No
20/01/2022 04:45:34,US,256 GB,After Q2 (No change),1634592408,I have seen it before.,No
20/01/2022 04:46:18,US,64 GB,Q2 (Used to be Q1),1626465331,I have no Linux experience,No
20/01/2022 04:49:02,US,256 GB,After Q2 (Used to be Q2),1626578845,I have seen it before.,Yes
20/01/2022 04:49:18,US,256 GB,After Q2 (Used to be Q2),1626578845,I have seen it before.,Yes
20/01/2022 04:50:32,US,512 GB,After Q2 (No change),1631747199,I have no Linux experience,Yes
20/01/2022 04:54:24,US,256 GB,Q1 (Used to be December),1626454813,I tried it once or twice before.,Yes
20/01/2022 04:54:39,US,512 GB,Q2 (Used to be Q1),1626455493,"I run Linux on Servers, but not on my PC.",No
20/01/2022 04:55:22,US,512 GB,After Q2 (No change),1635361646,I tried it once or twice before.,No
20/01/2022 04:57:17,US,256 GB,Q1 (Still Q1),1626455608,I have seen it before.,No
20/01/2022 04:57:41,US,64 GB,Q1 (Used to be December),1:15pm PDT(opening day),"I run Linux on Servers, but not on my PC.",No
20/01/2022 04:58:42,US,512 GB,Q2 (Used to be Q1),1626459122,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 04:58:45,EU,256 GB,Q1 (Still Q1),"Jul 16, 2021 @ 8:30pm EET",I have seen it before.,No
20/01/2022 05:02:49,US,64 GB,Q2 (Used to be Q1),n/a,I tried it once or twice before.,Yes
20/01/2022 05:05:11,US,512 GB,Q2 (Used to be Q1),1626458746,I used Linux frequently in the past.,Yes
20/01/2022 05:05:38,US,512 GB,After Q2 (No change),1637946880,I used Linux frequently in the past.,No
20/01/2022 05:06:00,US,512 GB,Q2 (Used to be Q1),1626456143,I tried it once or twice before.,Yes
20/01/2022 05:06:37,US,512 GB,After Q2 (Used to be Q2),1626487300,I used Linux frequently in the past.,No
20/01/2022 05:10:47,US,256 GB,After Q2 (No change),1629589956,I have no Linux experience,No
20/01/2022 05:17:04,US,256 GB,Q2 (Used to be Q1),1626465270,I used Linux frequently in the past.,No
20/01/2022 05:18:59,US,512 GB,Q1 (Used to be December),1626455001,I tried it once or twice before.,Yes
20/01/2022 05:22:36,US,256 GB,Q2 (Used to be Q1),1626461982,I tried it once or twice before.,Yes
20/01/2022 05:22:45,US,256 GB,After Q2 (No change),1639615762,I am still using Linux frequently.,No
20/01/2022 05:24:12,US,256 GB,After Q2 (Used to be Q2),1627752061,I am still using Linux frequently.,No
20/01/2022 05:24:54,US,64 GB,Q1 (Used to be December),1626454969,I tried it once or twice before.,No
20/01/2022 05:25:15,US,512 GB,After Q2 (Used to be Q2),1626465849,I have no Linux experience,Yes
20/01/2022 05:25:33,US,512 GB,Q2 (Used to be Q1),1626458740,I used Linux frequently in the past.,No
20/01/2022 05:30:13,US,512 GB,After Q2 (No change),1626469900,I am still using Linux frequently.,No
20/01/2022 05:30:51,US,256 GB,Q2 (Used to be Q1),1626460522,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 05:31:34,US,512 GB,Q1 (Used to be December),1626455215,"I run Linux on Servers, but not on my PC.",No
20/01/2022 05:32:25,US,512 GB,After Q2 (Used to be Q2),1626924402,I tried it once or twice before.,
20/01/2022 05:32:26,US,256 GB,Q2 (Still Q2),1626461643,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 05:33:32,US,512 GB,After Q2 (No change),1626469558,I have no Linux experience,No
20/01/2022 05:34:56,EU,512 GB,Q2 (Used to be Q1),1626459137,I used Linux frequently in the past.,No
20/01/2022 05:35:21,US,512 GB,Q2 (Used to be Q1),1626458427,I tried it once or twice before.,No
20/01/2022 05:35:46,US,512 GB,Q2 (Used to be Q1),1626455435,I used Linux frequently in the past.,Yes
20/01/2022 05:37:40,US,512 GB,After Q2 (Used to be Q2),1626459432,"I run Linux on Servers, but not on my PC.",No
20/01/2022 05:40:27,UK,512 GB,After Q2 (Used to be Q2),1626490239,I used Linux frequently in the past.,No
20/01/2022 05:41:19,US,512 GB,Q2 (Still Q2),1626455892,I tried it once or twice before.,Yes
20/01/2022 05:41:44,US,512 GB,After Q2 (Used to be Q2),1626464077,I used Linux frequently in the past.,Yes
20/01/2022 05:44:39,US,64 GB,After Q2 (Used to be Q2),1636611359,I am still using Linux frequently.,No
20/01/2022 05:45:27,US,256 GB,After Q2 (No change),1632355741,I tried it once or twice before.,No
20/01/2022 05:49:28,US,512 GB,Q2 (Used to be Q1),1626456336,I am still using Linux frequently.,No
20/01/2022 05:50:30,US,512 GB,Q2 (Used to be Q1),1626455274,I tried it once or twice before.,No
20/01/2022 05:50:52,EU,256 GB,Q2 (Used to be Q1),1626460187,I have seen it before.,Yes
20/01/2022 05:52:02,EU,512 GB,After Q2 (No change),1630051954,I used Linux frequently in the past.,Yes
20/01/2022 05:52:58,US,512 GB,Q1 (Used to be December),1626455170,"I run Linux on Servers, but not on my PC.",No
20/01/2022 05:55:32,US,64 GB,Q2 (Used to be Q1),July 16th 2021,I am still using Linux frequently.,No
20/01/2022 05:55:50,US,512 GB,Q2 (Used to be Q1),1626455285,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 05:55:59,US,512 GB,Q1 (Used to be December),1626454818,I am still using Linux frequently.,No
20/01/2022 05:58:33,UK,256 GB,Q2 (Used to be Q1),1626459129,I am still using Linux frequently.,Yes
20/01/2022 05:59:06,US,512 GB,Q1 (Used to be December),1626455107,I used Linux frequently in the past.,Yes
20/01/2022 06:00:01,US,256 GB,Q2 (Used to be Q1),162645728,I am still using Linux frequently.,No
20/01/2022 06:01:30,US,512 GB,After Q2 (No change),21,I have seen it before.,No
20/01/2022 06:02:22,US,256 GB,Q2 (Still Q2),1626457283,I am still using Linux frequently.,No
20/01/2022 06:02:54,US,512 GB,After Q2 (No change),1634514282,I am still using Linux frequently.,No
20/01/2022 06:03:25,US,256 GB,Q1 (Still Q1),1626455514,I have seen it before.,Yes
20/01/2022 06:09:41,US,512 GB,Q1 (Used to be December),1626454815,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 06:10:02,US,256 GB,Q2 (Used to be Q1),1626472091,I tried it once or twice before.,No
20/01/2022 06:11:41,US,512 GB,Q2 (Used to be Q1),1626455546,I have no Linux experience,Yes
20/01/2022 06:14:23,US,256 GB,Q2 (Used to be Q1),1626468033,I have no Linux experience,No
20/01/2022 06:14:28,US,256 GB,Q2 (Used to be Q1),1626467824,I am still using Linux frequently.,No
20/01/2022 06:14:45,US,64 GB,Q2 (Used to be Q1),"Jul 16, 2021 @ 11:34am",I have no Linux experience,No
20/01/2022 06:15:38,US,512 GB,After Q2 (Used to be Q2),1626466992,I tried it once or twice before.,Yes
20/01/2022 06:18:27,EU,512 GB,Q2 (Used to be Q1),1675200,I tried it once or twice before.,Yes
20/01/2022 06:19:28,US,512 GB,Q2 (Used to be Q1),1626456310,I have no Linux experience,Yes
20/01/2022 06:19:58,US,256 GB,Q1 (Still Q1),1626455600,I have seen it before.,Yes
20/01/2022 06:23:09,EU,512 GB,Q2 (Used to be Q1),1626459910,I tried it once or twice before.,Yes
20/01/2022 06:23:37,US,256 GB,Q2 (Used to be Q1),1626455903,I have seen it before.,Yes
20/01/2022 06:25:24,US,512 GB,Q1 (Used to be December),1626454997,I am still using Linux frequently.,No
20/01/2022 06:28:05,EU,256 GB,Q1 (Used to be December),16. July 2021,I have no Linux experience,No
20/01/2022 06:28:42,US,512 GB,Q2 (Used to be Q1),1626458355,I used Linux frequently in the past.,Yes
20/01/2022 06:29:40,EU,256 GB,Q1 (Used to be December),1626455756,I tried it once or twice before.,Yes
20/01/2022 06:29:51,US,256 GB,Q2 (Still Q2),1626468248,I tried it once or twice before.,No
20/01/2022 06:32:58,US,256 GB,Q1 (Used to be December),1626454837,I used Linux frequently in the past.,No
20/01/2022 06:33:23,US,512 GB,After Q2 (Used to be Q2),21,I have no Linux experience,No
20/01/2022 06:34:26,US,512 GB,After Q2 (Used to be Q2),Success 21,I have no Linux experience,No
20/01/2022 06:34:58,US,256 GB,Q1 (Still Q1),1626455281,"I run Linux on Servers, but not on my PC.",No
20/01/2022 06:36:13,US,256 GB,Q2 (Used to be Q1),1626466207,I have no Linux experience,Yes
20/01/2022 06:37:48,US,256 GB,Q1 (Still Q1),1626455527,I am still using Linux frequently.,No
20/01/2022 06:43:23,US,256 GB,Q2 (Used to be Q1),1626459388,I have seen it before.,Yes
20/01/2022 06:53:34,US,512 GB,Q2 (Used to be Q1),1626457659,"I run Linux on Servers, but not on my PC.",No
20/01/2022 06:54:52,US,256 GB,Q2 (Still Q2),1626465737,I tried it once or twice before.,No
20/01/2022 06:55:30,EU,512 GB,Q2 (Used to be Q1),1626554854,I used Linux frequently in the past.,No
20/01/2022 06:57:04,US,512 GB,Q2 (Used to be Q1),1626455605,"I run Linux on Servers, but not on my PC.",No
20/01/2022 07:01:09,US,512 GB,Q2 (Used to be Q1),1626455254,I tried it once or twice before.,No
20/01/2022 07:06:28,EU,512 GB,Q2 (Used to be Q1),1626869977,I have seen it before.,Yes
20/01/2022 07:06:59,EU,512 GB,After Q2 (Used to be Q2),9.27.2021,I used Linux frequently in the past.,No
20/01/2022 07:08:21,US,512 GB,After Q2 (Used to be Q2),1675200,I tried it once or twice before.,No
20/01/2022 07:08:38,US,512 GB,Q2 (Used to be Q1),1626455651,I am still using Linux frequently.,No
20/01/2022 07:11:42,EU,512 GB,Q1 (Used to be December),1626454981,"I run Linux on Servers, but not on my PC.",No
20/01/2022 07:13:42,UK,512 GB,Q1 (Used to be December),1626454855,I tried it once or twice before.,No
20/01/2022 07:14:18,EU,512 GB,Q2 (Used to be Q1),1626463111,I am still using Linux frequently.,No
20/01/2022 07:15:12,US,512 GB,Q1 (Used to be December),1626454816,"I run Linux on Servers, but not on my PC.",No
20/01/2022 07:17:05,US,256 GB,After Q2 (Used to be Q2),1626734176,I used Linux frequently in the past.,No
20/01/2022 07:18:26,US,512 GB,Q2 (Used to be Q1),1626455285,I tried it once or twice before.,Yes
20/01/2022 07:18:58,US,512 GB,Q2 (Still Q2),1626455969,I tried it once or twice before.,No
20/01/2022 07:20:30,EU,512 GB,Q1 (Used to be December),Q1,I have no Linux experience,Yes
20/01/2022 07:22:11,US,512 GB,Q2 (Used to be Q1),1626455266,I have seen it before.,No
20/01/2022 07:23:05,US,512 GB,Q2 (Used to be Q1),1626455758,I tried it once or twice before.,No
20/01/2022 07:23:22,US,256 GB,Q1 (Used to be December),1626455223,"I run Linux on Servers, but not on my PC.",No
20/01/2022 07:24:58,US,256 GB,Q2 (Used to be Q1),1626455751,I tried it once or twice before.,No
20/01/2022 07:26:03,US,512 GB,After Q2 (Used to be Q2),July,"I run Linux on Servers, but not on my PC.",No
20/01/2022 07:27:10,US,64 GB,Q2 (Used to be Q1),1626459381,I have seen it before.,Yes
20/01/2022 07:28:09,EU,256 GB,After Q2 (Used to be Q2),"1627245255,",I am still using Linux frequently.,No
20/01/2022 07:31:58,EU,256 GB,Q2 (Used to be Q1),1626460956,I am still using Linux frequently.,No
20/01/2022 07:33:11,US,256 GB,Q2 (Used to be Q1),1626475563,"I run Linux on Servers, but not on my PC.",No
20/01/2022 07:39:07,US,512 GB,After Q2 (No change),1628528327,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 07:43:38,US,512 GB,After Q2 (Used to be Q2),1626469384,I have no Linux experience,No
20/01/2022 07:43:46,EU,512 GB,Q1 (Still Q1),1626455788,I tried it once or twice before.,Yes
20/01/2022 07:45:08,EU,256 GB,After Q2 (Used to be Q2),1626511910,"I run Linux on Servers, but not on my PC.",No
20/01/2022 07:47:21,EU,512 GB,Q2 (Used to be Q1),"Sat, July 17, 2021",I tried it once or twice before.,No
20/01/2022 07:47:34,US,512 GB,Q2 (Used to be Q1),1626455914,I tried it once or twice before.,Yes
20/01/2022 07:49:25,US,512 GB,Q2 (Used to be Q1),1626458411,I tried it once or twice before.,No
20/01/2022 07:53:01,US,256 GB,Q2 (Used to be Q1),1626458732,I tried it once or twice before.,Yes
20/01/2022 07:54:04,EU,512 GB,Q2 (Used to be Q1),1626457061,I tried it once or twice before.,Yes
20/01/2022 07:58:19,US,512 GB,After Q2 (Used to be Q2),1636606032,I am still using Linux frequently.,No
20/01/2022 07:59:46,EU,64 GB,After Q2 (No change),1629026623,I have seen it before.,No
20/01/2022 08:00:30,UK,512 GB,Q2 (Used to be Q1),1626456984,I used Linux frequently in the past.,No
20/01/2022 08:01:55,US,256 GB,After Q2 (Used to be Q2),1626484109,I used Linux frequently in the past.,Yes
20/01/2022 08:10:09,EU,64 GB,Q2 (Used to be Q1),1626597122,I have no Linux experience,No
20/01/2022 08:10:16,UK,256 GB,Q2 (Still Q2),1626459133,I tried it once or twice before.,No
20/01/2022 08:12:06,EU,256 GB,Q1 (Used to be December),1626454879,I tried it once or twice before.,No
20/01/2022 08:13:31,US,64 GB,After Q2 (No change),1640059339,I have no Linux experience,Yes
20/01/2022 08:13:35,EU,256 GB,Q2 (Used to be Q1),1626817587,I have no Linux experience,Yes
20/01/2022 08:15:16,US,512 GB,Q2 (Used to be Q1),1626458383,I used Linux frequently in the past.,No
20/01/2022 08:15:57,EU,256 GB,Q2 (Used to be Q1),1626470863,I have seen it before.,No
20/01/2022 08:22:16,US,256 GB,After Q2 (No change),1630617853,I tried it once or twice before.,Yes
20/01/2022 08:26:17,US,512 GB,Q2 (Still Q2),1626457634,I used Linux frequently in the past.,No
20/01/2022 08:29:34,US,512 GB,Q2 (Used to be Q1),1626456319,I tried it once or twice before.,No
20/01/2022 08:30:49,EU,256 GB,After Q2 (No change),1635950844,I am still using Linux frequently.,No
20/01/2022 08:32:27,EU,512 GB,Q1 (Used to be December),1626455601,I tried it once or twice before.,No
20/01/2022 08:36:07,US,512 GB,Q1 (Still Q1),1626455223,"I run Linux on Servers, but not on my PC.",No
20/01/2022 08:36:21,EU,256 GB,Q1 (Used to be December),1626454827,I have seen it before.,Yes
20/01/2022 08:39:37,EU,256 GB,Q2 (Used to be Q1),1626473974,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 08:42:44,EU,256 GB,After Q2 (No change),1628594246,I am still using Linux frequently.,No
20/01/2022 08:51:05,EU,512 GB,Q1 (Still Q1),1626456027,I tried it once or twice before.,Yes
20/01/2022 08:52:28,US,64 GB,Q1 (Used to be December),1626455493,I tried it once or twice before.,No
20/01/2022 08:56:25,EU,256 GB,Q1 (Used to be December),1626456186,I have seen it before.,No
20/01/2022 08:57:39,US,256 GB,Q2 (Used to be Q1),1626456157,I tried it once or twice before.,Yes
20/01/2022 08:58:30,EU,512 GB,Q1 (Used to be December),1626455633,"I run Linux on Servers, but not on my PC.",No
20/01/2022 08:58:36,US,512 GB,Q2 (Used to be Q1),21,I am still using Linux frequently.,Yes
20/01/2022 08:59:04,EU,256 GB,Q2 (Used to be Q1),1626545040,I am still using Linux frequently.,Yes
20/01/2022 09:00:22,US,256 GB,Q2 (Used to be Q1),1626459422,I tried it once or twice before.,Yes
20/01/2022 09:00:25,EU,512 GB,After Q2 (No change),1628337073,I am still using Linux frequently.,No
20/01/2022 09:00:27,US,512 GB,Q2 (Still Q2),1675200,I have seen it before.,Yes
20/01/2022 09:01:50,US,256 GB,After Q2 (Used to be Q2),511,I have no Linux experience,No
20/01/2022 09:04:29,US,256 GB,Q2 (Used to be Q1),1626455899,I tried it once or twice before.,Yes
20/01/2022 09:06:04,EU,512 GB,Q2 (Used to be Q1),1626514364,I am still using Linux frequently.,No
20/01/2022 09:06:41,US,512 GB,After Q2 (Used to be Q2),2:06,I used Linux frequently in the past.,Yes
20/01/2022 09:07:15,EU,256 GB,Q1 (Used to be December),1626454826,I used Linux frequently in the past.,No
20/01/2022 09:07:18,US,256 GB,Q2 (Used to be Q1),1626466157,I have no Linux experience,Yes
20/01/2022 09:09:47,UK,512 GB,Q2 (Used to be Q1),1626456158,I have no Linux experience,No
20/01/2022 09:10:57,US,256 GB,Q2 (Used to be Q1),1626462086,I tried it once or twice before.,No
20/01/2022 09:14:00,EU,256 GB,Q1 (Used to be December),1626455594,I used Linux frequently in the past.,No
20/01/2022 09:14:42,EU,512 GB,Q2 (Still Q2),1626461118,I used Linux frequently in the past.,Yes
20/01/2022 09:15:12,EU,64 GB,Q2 (Still Q2),1626637229,I am still using Linux frequently.,No
20/01/2022 09:18:22,UK,256 GB,Q2 (Used to be Q1),1626459404,I have no Linux experience,Yes
20/01/2022 09:18:39,US,256 GB,Q1 (Used to be December),1626454997,I tried it once or twice before.,Yes
20/01/2022 09:27:45,UK,512 GB,After Q2 (Used to be Q2),1626459125,I tried it once or twice before.,No
20/01/2022 09:28:46,UK,512 GB,After Q2 (Used to be Q2),1626467210,I am still using Linux frequently.,No
20/01/2022 09:31:46,UK,64 GB,Q1 (Used to be December),1626455658,I have seen it before.,No
20/01/2022 09:33:02,EU,64 GB,Q1 (Used to be December),MEZ,I have no Linux experience,No
20/01/2022 09:33:40,UK,256 GB,Q1 (Still Q1),1626455413,I tried it once or twice before.,No
20/01/2022 09:34:11,EU,256 GB,Q2 (Used to be Q1),1626455711,I am still using Linux frequently.,No
20/01/2022 09:35:18,US,256 GB,Q2 (Used to be Q1),1626459135,I used Linux frequently in the past.,No
20/01/2022 09:41:18,EU,256 GB,Q2 (Used to be Q1),1626507122,I am still using Linux frequently.,No
20/01/2022 09:41:21,EU,512 GB,Q2 (Used to be Q1),1626459401,I am still using Linux frequently.,No
20/01/2022 09:45:24,US,256 GB,After Q2 (No change),1632977904,I used Linux frequently in the past.,Yes
20/01/2022 09:45:59,EU,512 GB,Q1 (Used to be December),1626454986,I have seen it before.,No
20/01/2022 09:47:12,EU,512 GB,Q2 (Used to be Q1),1626464068,"I run Linux on Servers, but not on my PC.",No
20/01/2022 09:52:25,US,256 GB,After Q2 (No change),1642088740,I am still using Linux frequently.,No
20/01/2022 09:54:34,EU,256 GB,Q2 (Used to be Q1),1626618837,I have seen it before.,No
20/01/2022 10:06:12,EU,256 GB,Q2 (Used to be Q1),1626942652,I am still using Linux frequently.,Yes
20/01/2022 10:08:53,US,512 GB,After Q2 (No change),1639378111,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 10:11:25,US,512 GB,Q1 (Used to be December),1626454995,,No
20/01/2022 10:13:39,US,512 GB,Q1 (Still Q1),1626455218,I used Linux frequently in the past.,No
20/01/2022 10:16:46,UK,512 GB,Q2 (Used to be Q1),1626456525,I have no Linux experience,No
20/01/2022 10:17:47,US,512 GB,After Q2 (No change),1626546779,I have no Linux experience,No
20/01/2022 10:20:10,US,512 GB,Q1 (Used to be December),1626455203,I used Linux frequently in the past.,Yes
20/01/2022 10:21:11,EU,512 GB,Q2 (Used to be Q1),1626456528,I tried it once or twice before.,No
20/01/2022 10:22:03,US,512 GB,Q2 (Used to be Q1),1626684757,I have no Linux experience,Yes
20/01/2022 10:23:39,EU,256 GB,Q2 (Used to be Q1),1627073255,I tried it once or twice before.,No
20/01/2022 10:23:51,EU,512 GB,Q2 (Used to be Q1),1626535247,I am still using Linux frequently.,No
20/01/2022 10:26:27,EU,256 GB,Q2 (Used to be Q1),1626460440,I tried it once or twice before.,No
20/01/2022 10:27:39,US,512 GB,After Q2 (No change),1630130660,I am still using Linux frequently.,No
20/01/2022 10:30:56,EU,256 GB,After Q2 (Used to be Q2),1626477464,I have seen it before.,Yes
20/01/2022 10:35:25,US,512 GB,Q2 (Used to be Q1),1626457303,I used Linux frequently in the past.,No
20/01/2022 10:36:05,EU,64 GB,Q1 (Used to be December),1626476417,I am still using Linux frequently.,Yes
