Timestamp,Where did you reserve your Steam Deck?,Which model did you reserve?,What is your estimate?,What is your timestamp?,How experienced are you with Linux?,Would you like to Dual Boot Windows on your Steam Deck?
20/01/2022 18:19:39,US,512 GB,After Q2 (Used to be Q2),1626584774,I am still using Linux frequently.,No
20/01/2022 18:20:24,US,512 GB,After Q2 (Used to be Q2),"July 17, 2021",I tried it once or twice before.,No
20/01/2022 18:20:52,EU,64 GB,Q1 (Used to be December),1626462806,I have no Linux experience,
20/01/2022 18:21:08,US,256 GB,After Q2 (Used to be Q2),1626634386,I tried it once or twice before.,No
20/01/2022 18:22:13,US,256 GB,Q2 (Used to be Q1),1626456144,I tried it once or twice before.,No
20/01/2022 18:22:22,US,256 GB,Q1 (Used to be December),1626454852,I am still using Linux frequently.,No
20/01/2022 18:25:55,US,256 GB,After Q2 (Used to be Q2),1627765397,I am still using Linux frequently.,Yes
20/01/2022 18:25:57,EU,256 GB,Q2 (Used to be Q1),1675200,I tried it once or twice before.,No
20/01/2022 18:28:33,EU,64 GB,Q2 (Used to be Q1),1626554069,I used Linux frequently in the past.,Yes
20/01/2022 18:29:35,US,256 GB,After Q2 (Used to be Q2),1626873200,I have seen it before.,No
20/01/2022 18:32:07,EU,256 GB,Q1 (Used to be December),1626455910,I tried it once or twice before.,No
20/01/2022 18:37:30,US,64 GB,Q2 (Used to be Q1),1626467458,I tried it once or twice before.,No
20/01/2022 18:38:01,EU,64 GB,Q1 (Used to be December),1626455950,"I run Linux on Servers, but not on my PC.",No
20/01/2022 18:38:52,US,512 GB,Q2 (Used to be Q1),1626455672,I have no Linux experience,No
20/01/2022 18:41:52,US,512 GB,Q1 (Still Q1),1626455232,I used Linux frequently in the past.,No
20/01/2022 18:44:07,US,256 GB,Q2 (Used to be Q1),"{""success"":21}","I run Linux on Servers, but not on my PC.",Yes
20/01/2022 18:44:35,US,256 GB,Q2 (Used to be Q1),1626467172,I am still using Linux frequently.,Yes
20/01/2022 18:45:43,EU,256 GB,Q2 (Used to be Q1),1626472737,I tried it once or twice before.,No
20/01/2022 18:46:57,EU,512 GB,Q1 (Used to be December),1626456156,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 18:47:58,US,256 GB,Q2 (Used to be Q1),1626455758,I am still using Linux frequently.,No
20/01/2022 18:49:05,US,512 GB,Q2 (Used to be Q1),1626458900,I have seen it before.,Yes
20/01/2022 18:49:26,US,512 GB,Q2 (Still Q2),1626556597,"I run Linux on Servers, but not on my PC.",No
20/01/2022 18:49:51,EU,256 GB,Q1 (Still Q1),1626457652,I am still using Linux frequently.,No
20/01/2022 18:51:17,UK,512 GB,Q2 (Used to be Q1),1626455442,I have seen it before.,Yes
20/01/2022 18:52:51,US,512 GB,Q2 (Still Q2),1626456164,I am still using Linux frequently.,No
20/01/2022 18:55:14,US,256 GB,Q2 (Still Q2),1626459132,I tried it once or twice before.,No
20/01/2022 18:56:21,US,512 GB,After Q2 (Used to be Q2),1626569204,I tried it once or twice before.,No
20/01/2022 18:56:32,EU,512 GB,Q1 (Used to be December),1626455546,I am still using Linux frequently.,No
20/01/2022 18:57:38,EU,64 GB,Q2 (Used to be Q1),1626464303,I am still using Linux frequently.,No
20/01/2022 18:59:02,EU,256 GB,Q2 (Still Q2),1626463394,"I run Linux on Servers, but not on my PC.",No
20/01/2022 18:59:09,US,512 GB,Q1 (Still Q1),1626455218,"I run Linux on Servers, but not on my PC.",No
20/01/2022 19:00:14,EU,512 GB,Q2 (Used to be Q1),1626467523,I have seen it before.,Yes
20/01/2022 19:00:39,US,512 GB,Q1 (Still Q1),1626455218,I have seen it before.,No
20/01/2022 19:01:17,EU,256 GB,Q1 (Used to be December),1626455756,I used Linux frequently in the past.,No
20/01/2022 19:03:22,US,512 GB,Q2 (Used to be Q1),1626459104,I am still using Linux frequently.,No
20/01/2022 19:07:46,EU,512 GB,Q2 (Used to be Q1),1626457045,I am still using Linux frequently.,No
20/01/2022 19:09:31,EU,512 GB,After Q2 (Used to be Q2),1633608596,I have no Linux experience,No
20/01/2022 19:11:07,UK,512 GB,After Q2 (No change),1633260271,I have seen it before.,Yes
20/01/2022 19:12:22,EU,256 GB,Q1 (Used to be December),1626456196,I have seen it before.,Yes
20/01/2022 19:14:27,EU,512 GB,Q1 (Used to be December),1626455191,I am still using Linux frequently.,No
20/01/2022 19:14:28,UK,256 GB,After Q2 (No change),1634665059,I am still using Linux frequently.,No
20/01/2022 19:15:00,US,512 GB,Q2 (Used to be Q1),1626455974,I used Linux frequently in the past.,Yes
20/01/2022 19:16:29,EU,64 GB,Q1 (Used to be December),1626454982,I tried it once or twice before.,No
20/01/2022 19:17:43,UK,512 GB,Q2 (Used to be Q1),1626456699,"I run Linux on Servers, but not on my PC.",No
20/01/2022 19:20:06,US,256 GB,Q2 (Used to be Q1),1626464100,I am still using Linux frequently.,No
20/01/2022 19:22:29,US,256 GB,Q2 (Used to be Q1),1626456712,I am still using Linux frequently.,No
20/01/2022 19:23:27,EU,512 GB,After Q2 (No change),1629808950,I am still using Linux frequently.,No
20/01/2022 19:28:25,US,512 GB,After Q2 (Used to be Q2),1626478852,I tried it once or twice before.,No
20/01/2022 19:29:19,EU,256 GB,Q2 (Used to be Q1),1626616293,I have no Linux experience,No
20/01/2022 19:30:49,US,512 GB,Q2 (Used to be Q1),1626455590,I have seen it before.,Yes
20/01/2022 19:35:11,US,256 GB,Q2 (Used to be Q1),1626455732,I am still using Linux frequently.,Yes
20/01/2022 19:35:13,US,512 GB,After Q2 (Used to be Q2),1626459406,I am still using Linux frequently.,No
20/01/2022 19:37:21,EU,512 GB,Q2 (Used to be Q1),1626463946,I have no Linux experience,No
20/01/2022 19:38:44,US,512 GB,After Q2 (Used to be Q2),1626461424,I have no Linux experience,Yes
20/01/2022 19:38:50,US,512 GB,Q1 (Used to be December),1626454814,I have seen it before.,Yes
20/01/2022 19:40:15,US,256 GB,Q1 (Still Q1),1626455598,"I run Linux on Servers, but not on my PC.",No
20/01/2022 19:42:58,US,512 GB,Q1 (Used to be December),1626454853,I have no Linux experience,No
20/01/2022 19:51:49,US,256 GB,Q2 (Used to be Q1),1626471770,I have no Linux experience,Yes
20/01/2022 19:52:01,EU,512 GB,Q2 (Used to be Q1),1626459909,I used Linux frequently in the past.,Yes
20/01/2022 19:54:30,US,512 GB,Q1 (Used to be December),1626454825,I am still using Linux frequently.,No
20/01/2022 19:55:29,UK,512 GB,Q2 (Used to be Q1),1626455708,I tried it once or twice before.,No
20/01/2022 19:56:27,US,512 GB,After Q2 (Used to be Q2),1626463000,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 19:57:12,EU,256 GB,Q2 (Used to be Q1),1626458739,I am still using Linux frequently.,No
20/01/2022 19:57:54,UK,512 GB,Q2 (Used to be Q1),1626455881,I am still using Linux frequently.,No
20/01/2022 19:59:22,US,256 GB,Q2 (Used to be Q1),1626469843,I have no Linux experience,Yes
20/01/2022 20:01:43,EU,512 GB,Q2 (Used to be Q1),1626462090,"I run Linux on Servers, but not on my PC.",No
20/01/2022 20:02:33,EU,64 GB,Q1 (Used to be December),1626461145,I tried it once or twice before.,Yes
20/01/2022 20:03:45,US,256 GB,Q1 (Used to be December),1626455202,"I run Linux on Servers, but not on my PC.",No
20/01/2022 20:05:49,US,256 GB,Q2 (Used to be Q1),1626465089,I used Linux frequently in the past.,Yes
20/01/2022 20:06:03,US,512 GB,Q2 (Used to be Q1),1626455673,I have no Linux experience,Yes
20/01/2022 20:06:21,EU,256 GB,Q1 (Used to be December),1626454920,I tried it once or twice before.,Yes
20/01/2022 20:06:40,US,512 GB,Q1 (Used to be December),1626454850,I have no Linux experience,Yes
20/01/2022 20:07:58,US,512 GB,After Q2 (No change),1640987780,I used Linux frequently in the past.,No
20/01/2022 20:08:34,US,512 GB,Q2 (Used to be Q1),1626455892,I am still using Linux frequently.,No
20/01/2022 20:08:52,UK,256 GB,Q2 (Used to be Q1),1675200,I tried it once or twice before.,Yes
20/01/2022 20:09:20,US,64 GB,Q2 (Used to be Q1),1626468276,I have no Linux experience,No
20/01/2022 20:10:35,US,256 GB,Q2 (Used to be Q1),1626460344,I have no Linux experience,Yes
20/01/2022 20:12:41,EU,256 GB,Q2 (Still Q2),1626623812,I am still using Linux frequently.,No
20/01/2022 20:12:44,EU,512 GB,Q2 (Used to be Q1),1626456955,I am still using Linux frequently.,No
20/01/2022 20:13:44,EU,512 GB,Q2 (Used to be Q1),1626464727,I used Linux frequently in the past.,No
20/01/2022 20:15:37,US,512 GB,Q2 (Used to be Q1),1626455747,I am still using Linux frequently.,No
20/01/2022 20:19:06,EU,256 GB,After Q2 (Used to be Q2),1633250664,I tried it once or twice before.,Yes
20/01/2022 20:20:08,US,512 GB,After Q2 (Used to be Q2),"Wed, October 6, 2021 ",I am still using Linux frequently.,Yes
20/01/2022 20:20:44,EU,512 GB,Q2 (Used to be Q1),1626456967,I am still using Linux frequently.,No
20/01/2022 20:25:29,US,64 GB,Q2 (Still Q2),1626460883,I tried it once or twice before.,Yes
20/01/2022 20:28:29,US,256 GB,Q2 (Used to be Q1),1626458732,I tried it once or twice before.,Yes
20/01/2022 20:29:29,EU,256 GB,Q2 (Still Q2),1642706127,I am still using Linux frequently.,No
20/01/2022 20:29:47,EU,64 GB,Q2 (Used to be Q1),1626525803,"I run Linux on Servers, but not on my PC.",No
20/01/2022 20:31:52,US,512 GB,Q1 (Still Q1),1626455225,I used Linux frequently in the past.,Yes
20/01/2022 20:33:25,US,64 GB,Q2 (Used to be Q1),1626460515,I tried it once or twice before.,No
20/01/2022 20:34:13,US,512 GB,After Q2 (Used to be Q2),1626460449,I am still using Linux frequently.,No
20/01/2022 20:34:38,US,256 GB,Q2 (Used to be Q1),1626456335,I am still using Linux frequently.,No
20/01/2022 20:34:57,US,64 GB,Q2 (Used to be Q1),1626457849,I am still using Linux frequently.,No
20/01/2022 20:35:14,US,256 GB,Q2 (Used to be Q1),1626456834,I am still using Linux frequently.,No
20/01/2022 20:41:51,US,64 GB,Q2 (Used to be Q1),1626457056,I have seen it before.,Yes
20/01/2022 20:46:00,EU,512 GB,Q2 (Used to be Q1),21,"I run Linux on Servers, but not on my PC.",No
20/01/2022 20:46:23,EU,256 GB,Q2 (Used to be Q1),1626460811,I am still using Linux frequently.,No
20/01/2022 20:53:23,US,512 GB,Q1 (Used to be December),1626455077,"I run Linux on Servers, but not on my PC.",No
20/01/2022 20:56:35,US,256 GB,After Q2 (Used to be Q2),1627349983,I am still using Linux frequently.,No
20/01/2022 20:59:27,US,256 GB,Q2 (Still Q2),1626463002,I tried it once or twice before.,Yes
20/01/2022 21:05:30,US,512 GB,After Q2 (No change),"success"":21",I have no Linux experience,Yes
20/01/2022 21:08:42,US,512 GB,After Q2 (No change),1675200,I tried it once or twice before.,Yes
20/01/2022 21:08:47,EU,256 GB,Q1 (Used to be December),1626455543,I am still using Linux frequently.,No
20/01/2022 21:11:40,US,512 GB,Q2 (Used to be Q1),1626455544,I am still using Linux frequently.,No
20/01/2022 21:15:55,US,512 GB,Q1 (Still Q1),1626455230,I used Linux frequently in the past.,No
20/01/2022 21:16:14,UK,512 GB,After Q2 (No change),1640118185,I tried it once or twice before.,No
20/01/2022 21:17:00,US,256 GB,After Q2 (No change),1642620755,I have no Linux experience,Yes
20/01/2022 21:20:38,EU,64 GB,Q1 (Used to be December),1626459432,I am still using Linux frequently.,No
20/01/2022 21:22:16,EU,512 GB,After Q2 (No change),1633426939,I am still using Linux frequently.,No
20/01/2022 21:28:41,US,256 GB,Q2 (Used to be Q1),1626457829,I have seen it before.,No
20/01/2022 21:31:23,US,256 GB,After Q2 (No change),1628559901,I tried it once or twice before.,Yes
20/01/2022 21:35:59,EU,512 GB,Q2 (Used to be Q1),1626133300,I am still using Linux frequently.,No
20/01/2022 21:38:32,US,512 GB,Q1 (Used to be December),1626454976,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 21:40:47,UK,256 GB,Q2 (Still Q2),1626903616,I used Linux frequently in the past.,No
20/01/2022 21:42:41,US,256 GB,Q1 (Used to be December),1626455341,I tried it once or twice before.,Yes
20/01/2022 21:43:18,US,512 GB,Q2 (Used to be Q1),1626458602,I tried it once or twice before.,Yes
20/01/2022 21:44:34,EU,64 GB,Q1 (Used to be December),1626468308,I have no Linux experience,No
20/01/2022 21:47:04,EU,256 GB,After Q2 (No change),1634914629,I am still using Linux frequently.,Yes
20/01/2022 21:53:33,UK,512 GB,Q2 (Used to be Q1),1626457287,I am still using Linux frequently.,No
20/01/2022 22:01:22,US,256 GB,Q2 (Used to be Q1),1626459422,I have no Linux experience,Yes
20/01/2022 22:03:55,US,256 GB,Q2 (Used to be Q1),1626459426,I am still using Linux frequently.,No
20/01/2022 22:06:27,US,256 GB,After Q2 (No change),Idk,I have no Linux experience,Yes
20/01/2022 22:06:36,US,256 GB,Q1 (Used to be December),1626454996,I tried it once or twice before.,Yes
20/01/2022 22:07:30,UK,64 GB,Q2 (Used to be Q1),1626471954,I have seen it before.,No
20/01/2022 22:16:35,EU,512 GB,After Q2 (Used to be Q2),1636828992,I am still using Linux frequently.,No
20/01/2022 22:17:41,EU,256 GB,Q2 (Used to be Q1),1626637061,I am still using Linux frequently.,Yes
20/01/2022 22:18:56,EU,256 GB,Q1 (Used to be December),1626455593,I used Linux frequently in the past.,No
20/01/2022 22:21:09,US,512 GB,After Q2 (Used to be Q2),1626459900,I have seen it before.,No
20/01/2022 22:26:05,EU,512 GB,Q2 (Used to be Q1),1626455247,I used Linux frequently in the past.,No
20/01/2022 22:27:15,UK,512 GB,After Q2 (No change),1633175017,I have no Linux experience,No
20/01/2022 22:33:52,UK,256 GB,Q2 (Still Q2),1626459426,I tried it once or twice before.,Yes
20/01/2022 22:43:00,US,256 GB,Q2 (Used to be Q1),1626459377,I used Linux frequently in the past.,Yes
20/01/2022 22:43:32,US,512 GB,Q1 (Used to be December),1626454835,I tried it once or twice before.,Yes
20/01/2022 22:45:44,US,512 GB,Q2 (Used to be Q1),1626457631,I used Linux frequently in the past.,No
20/01/2022 22:46:02,US,512 GB,After Q2 (No change),1641075840,I tried it once or twice before.,No
20/01/2022 22:47:04,EU,512 GB,Q2 (Used to be Q1),1626472608,I tried it once or twice before.,No
20/01/2022 22:50:15,US,512 GB,Q2 (Still Q2),1626457593,I am still using Linux frequently.,No
20/01/2022 22:55:32,US,512 GB,After Q2 (Used to be Q2),1627221114,I am still using Linux frequently.,No
20/01/2022 22:59:11,EU,256 GB,Q1 (Used to be December),1626454986,I used Linux frequently in the past.,No
20/01/2022 23:00:00,UK,512 GB,After Q2 (Used to be Q2),1633533968,I tried it once or twice before.,Yes
20/01/2022 23:10:19,US,512 GB,After Q2 (No change),1626459907,I used Linux frequently in the past.,No
20/01/2022 23:11:29,EU,256 GB,Q2 (Used to be Q1),1626466894,"I run Linux on Servers, but not on my PC.",No
20/01/2022 23:17:50,US,512 GB,Q2 (Still Q2),1626455239,I tried it once or twice before.,Yes
20/01/2022 23:27:41,US,256 GB,Q1 (Still Q1),1626455510,I tried it once or twice before.,No
20/01/2022 23:54:30,US,64 GB,Q2 (Used to be Q1),1626459396,I tried it once or twice before.,No
20/01/2022 23:55:24,US,512 GB,After Q2 (Used to be Q2),1626463511,I tried it once or twice before.,Yes
21/01/2022 00:00:16,EU,256 GB,Q2 (Used to be Q1),1626466147,I used Linux frequently in the past.,Yes
21/01/2022 00:00:25,UK,256 GB,Q2 (Still Q2),1626455545,I am still using Linux frequently.,Yes
21/01/2022 00:12:59,EU,512 GB,Q2 (Used to be Q1),1626542067,I have no Linux experience,No
21/01/2022 00:13:50,US,256 GB,Q2 (Still Q2),1626455759,I tried it once or twice before.,Yes
21/01/2022 00:14:41,US,256 GB,Q2 (Used to be Q1),1626460518,I am still using Linux frequently.,No
21/01/2022 00:16:51,EU,512 GB,Q1 (Used to be December),1626455220,I tried it once or twice before.,No
21/01/2022 00:18:14,EU,256 GB,Q2 (Used to be Q1),1626522031,I have no Linux experience,No
21/01/2022 00:21:56,US,512 GB,Q1 (Used to be December),1626454995,I have no Linux experience,No
21/01/2022 00:30:12,US,64 GB,Q2 (Used to be Q1),1626457657,I have no Linux experience,No
21/01/2022 00:32:57,EU,512 GB,After Q2 (Used to be Q2),1626467293,"I run Linux on Servers, but not on my PC.",No
21/01/2022 00:46:15,EU,512 GB,Q2 (Used to be Q1),1626458411,I have no Linux experience,No
21/01/2022 00:49:02,US,512 GB,After Q2 (No change),1626477800,I am still using Linux frequently.,No
21/01/2022 00:49:26,EU,512 GB,Q2 (Used to be Q1),1626519096,I tried it once or twice before.,No
21/01/2022 00:49:32,EU,512 GB,Q2 (Used to be Q1),1626519096,I tried it once or twice before.,No
21/01/2022 00:52:21,US,256 GB,Q2 (Used to be Q1),1626466151,"I run Linux on Servers, but not on my PC.",No
21/01/2022 01:00:46,US,64 GB,Q2 (Used to be Q1),1626461795,I have no Linux experience,
21/01/2022 01:02:05,US,256 GB,After Q2 (Used to be Q2),1626534743,I have no Linux experience,Yes
21/01/2022 01:03:39,UK,256 GB,Q2 (Used to be Q1),1626459451,"I run Linux on Servers, but not on my PC.",No
21/01/2022 01:05:26,US,64 GB,After Q2 (No change),1640906830,I used Linux frequently in the past.,Yes
21/01/2022 01:05:29,US,512 GB,Q2 (Used to be Q1),1626456519,"I run Linux on Servers, but not on my PC.",No
21/01/2022 01:13:53,US,512 GB,Q2 (Used to be Q1),1626133300,I used Linux frequently in the past.,No
21/01/2022 01:14:06,US,256 GB,Q1 (Used to be December),1626455248,I used Linux frequently in the past.,No
21/01/2022 01:14:49,UK,256 GB,Q1 (Used to be December),1626454838,I am still using Linux frequently.,No
21/01/2022 01:21:34,US,512 GB,Q1 (Still Q1),1626455221,I have seen it before.,No
21/01/2022 01:22:32,US,512 GB,After Q2 (Used to be Q2),July 18,I have no Linux experience,Yes
21/01/2022 01:25:25,US,512 GB,After Q2 (Used to be Q2),1626489312,I tried it once or twice before.,Yes
21/01/2022 01:32:30,US,256 GB,Q2 (Used to be Q1),1626457052,I tried it once or twice before.,No
21/01/2022 01:33:45,EU,256 GB,Q1 (Used to be December),1626455563,I am still using Linux frequently.,Yes
